,origin_name,destination_name,originregion_name,destinationregion_name,countryflow_2019
21816,BIOTECNOLOGIA,BIOTECNOLOGIA,CC,CC,1
24351,BIOTECNOLOGIA,BIOTECNOLOGIA,CC,CC,1
24355,BIOTECNOLOGIA,BIOTECNOLOGIA,CC,CC,1
25717,BIOTECNOLOGIA,BIOTECNOLOGIA,CC,CC,1
28183,BIOTECNOLOGIA,BIOTECNOLOGIA,CC,CC,1
29396,BIOTECNOLOGIA,BIOTECNOLOGIA,CC,CC,1
30021,BIOTECNOLOGIA,BIOTECNOLOGIA,CC,CC,1
30836,BIOTECNOLOGIA,BIOTECNOLOGIA,CC,CC,1
32509,BIOTECNOLOGIA,BIOTECNOLOGIA,CC,CC,1
32616,BIOTECNOLOGIA,BIOTECNOLOGIA,CC,CC,1
33540,BIOTECNOLOGIA,BIOTECNOLOGIA,CC,CC,1
24353,BIOTECNOLOGIA,CIÊNCIAS BIOLÓGICAS,CC,CC,1
24361,BIOTECNOLOGIA,CIÊNCIAS BIOLÓGICAS,CC,CC,1
26031,BIOTECNOLOGIA,CIÊNCIAS BIOLÓGICAS,CC,CC,1
27575,BIOTECNOLOGIA,CIÊNCIAS BIOLÓGICAS,CC,CC,1
27577,BIOTECNOLOGIA,CIÊNCIAS BIOLÓGICAS,CC,CC,1
28188,BIOTECNOLOGIA,CIÊNCIAS BIOLÓGICAS,CC,CC,1
28189,BIOTECNOLOGIA,CIÊNCIAS BIOLÓGICAS,CC,CC,1
29118,BIOTECNOLOGIA,CIÊNCIAS BIOLÓGICAS,CC,CC,1
29119,BIOTECNOLOGIA,CIÊNCIAS BIOLÓGICAS,CC,CC,1
30839,BIOTECNOLOGIA,CIÊNCIAS BIOLÓGICAS,CC,CC,1
31288,BIOTECNOLOGIA,CIÊNCIAS BIOLÓGICAS,CC,CC,1
31289,BIOTECNOLOGIA,CIÊNCIAS BIOLÓGICAS,CC,CC,1
31537,BIOTECNOLOGIA,CIÊNCIAS BIOLÓGICAS,CC,CC,1
31540,BIOTECNOLOGIA,CIÊNCIAS BIOLÓGICAS,CC,CC,1
31545,BIOTECNOLOGIA,CIÊNCIAS BIOLÓGICAS,CC,CC,1
31548,BIOTECNOLOGIA,CIÊNCIAS BIOLÓGICAS,CC,CC,1
32429,BIOTECNOLOGIA,CIÊNCIAS BIOLÓGICAS,CC,CC,1
33417,BIOTECNOLOGIA,CIÊNCIAS BIOLÓGICAS,CC,CC,1
33730,BIOTECNOLOGIA,CIÊNCIAS BIOLÓGICAS,CC,CC,1
34780,BIOTECNOLOGIA,CIÊNCIAS BIOLÓGICAS,CC,CC,1
34782,BIOTECNOLOGIA,CIÊNCIAS BIOLÓGICAS,CC,CC,1
28185,BIOTECNOLOGIA,COMPUTAÇÃO,CC,CC,1
31538,BIOTECNOLOGIA,FÍSICA - BACHARELADO,CC,CC,1
24344,BIOTECNOLOGIA,MATEMÁTICA INDUSTRIAL,CC,CC,1
31549,BIOTECNOLOGIA,QUÍMICA - LICENCIATURA,CC,CC,1
34789,BIOTECNOLOGIA,ECONOMIA ECOLÓGICA,CC,CCA,1
29716,BIOTECNOLOGIA,ENGENHARIA DE ALIMENTOS,CC,CCA,1
32610,BIOTECNOLOGIA,ENGENHARIA DE ALIMENTOS,CC,CCA,1
34820,BIOTECNOLOGIA,ENGENHARIA DE ALIMENTOS,CC,CCA,1
33818,BIOTECNOLOGIA,ENGENHARIA DE PESCA,CC,CCA,1
25721,BIOTECNOLOGIA,GESTÃO DE POLÍTICAS PÚBLICAS,CC,CCA,1
32275,BIOTECNOLOGIA,BIBLIOTECONOMIA,CC,CH,1
24356,BIOTECNOLOGIA,CIÊNCIAS SOCIAIS (NOTURNO),CC,CH,1
29398,BIOTECNOLOGIA,HISTÓRIA,CC,CH,1
33835,BIOTECNOLOGIA,HISTÓRIA,CC,CH,1
24348,BIOTECNOLOGIA,LETRAS,CC,CH,1
29117,BIOTECNOLOGIA,LETRAS,CC,CH,1
31541,BIOTECNOLOGIA,LETRAS - INGLÊS,CC,CH,1
24341,BIOTECNOLOGIA,PSICOLOGIA,CC,CH,1
27576,BIOTECNOLOGIA,PSICOLOGIA,CC,CH,1
28186,BIOTECNOLOGIA,PSICOLOGIA,CC,CH,1
30023,BIOTECNOLOGIA,PSICOLOGIA,CC,CH,1
24359,BIOTECNOLOGIA,ARQUITETURA E URBANISMO,CC,CT,1
25707,BIOTECNOLOGIA,ARQUITETURA E URBANISMO,CC,CT,1
25714,BIOTECNOLOGIA,ARQUITETURA E URBANISMO,CC,CT,1
25718,BIOTECNOLOGIA,ARQUITETURA E URBANISMO,CC,CT,1
25722,BIOTECNOLOGIA,ARQUITETURA E URBANISMO,CC,CT,1
25715,BIOTECNOLOGIA,ENGENHARIA CIVIL,CC,CT,1
32847,BIOTECNOLOGIA,ENGENHARIA DE COMPUTAÇÃO,CC,CT,1
25716,BIOTECNOLOGIA,ENGENHARIA DE ENERGIAS E MEIO AMBIENTE,CC,CT,1
29120,BIOTECNOLOGIA,ENGENHARIA DE ENERGIAS E MEIO AMBIENTE,CC,CT,1
24343,BIOTECNOLOGIA,ENGENHARIA DE PRODUÇÃO MECÂNICA,CC,CT,1
25710,BIOTECNOLOGIA,ENGENHARIA DE PRODUÇÃO MECÂNICA,CC,CT,1
24347,BIOTECNOLOGIA,ENGENHARIA ELÉTRICA,CC,CT,1
28180,BIOTECNOLOGIA,ENGENHARIA MECÂNICA,CC,CT,1
28184,BIOTECNOLOGIA,ENGENHARIA MECÂNICA,CC,CT,1
27571,BIOTECNOLOGIA,ENGENHARIA QUÍMICA,CC,CT,1
28181,BIOTECNOLOGIA,ENGENHARIA QUÍMICA,CC,CT,1
29397,BIOTECNOLOGIA,ENGENHARIA QUÍMICA,CC,CT,1
31544,BIOTECNOLOGIA,ENGENHARIA QUÍMICA,CC,CT,1
24346,BIOTECNOLOGIA,DIREITO (DIURNO),CC,FACDIR,1
28179,BIOTECNOLOGIA,DIREITO (DIURNO),CC,FACDIR,1
29116,BIOTECNOLOGIA,DIREITO (DIURNO),CC,FACDIR,1
24342,BIOTECNOLOGIA,DIREITO (NOTURNO),CC,FACDIR,1
25713,BIOTECNOLOGIA,DIREITO (NOTURNO),CC,FACDIR,1
24350,BIOTECNOLOGIA,FISIOTERAPIA,CC,FACMED,1
24349,BIOTECNOLOGIA,MEDICINA,CC,FACMED,1
24352,BIOTECNOLOGIA,MEDICINA,CC,FACMED,1
24357,BIOTECNOLOGIA,MEDICINA,CC,FACMED,1
25709,BIOTECNOLOGIA,MEDICINA,CC,FACMED,1
27574,BIOTECNOLOGIA,MEDICINA,CC,FACMED,1
31536,BIOTECNOLOGIA,MEDICINA,CC,FACMED,1
31543,BIOTECNOLOGIA,MEDICINA,CC,FACMED,1
24358,BIOTECNOLOGIA,ADMINISTRAÇÃO (DIURNO),CC,FEAAC,1
31539,BIOTECNOLOGIA,ADMINISTRAÇÃO (DIURNO),CC,FEAAC,1
32276,BIOTECNOLOGIA,ADMINISTRAÇÃO (DIURNO),CC,FEAAC,1
25712,BIOTECNOLOGIA,ADMINISTRAÇÃO (NOTURNO),CC,FEAAC,1
30837,BIOTECNOLOGIA,ADMINISTRAÇÃO (NOTURNO),CC,FEAAC,1
30840,BIOTECNOLOGIA,ADMINISTRAÇÃO (NOTURNO),CC,FEAAC,1
27573,BIOTECNOLOGIA,CIÊNCIAS ATUARIAIS,CC,FEAAC,1
25711,BIOTECNOLOGIA,CIÊNCIAS CONTÁBEIS (NOTURNO),CC,FEAAC,1
27935,BIOTECNOLOGIA,FINANÇAS,CC,FEAAC,1
24354,BIOTECNOLOGIA,ENFERMAGEM,CC,FFOE,1
31534,BIOTECNOLOGIA,ENFERMAGEM,CC,FFOE,1
31535,BIOTECNOLOGIA,ENFERMAGEM,CC,FFOE,1
25708,BIOTECNOLOGIA,FARMÁCIA,CC,FFOE,1
26515,BIOTECNOLOGIA,FARMÁCIA,CC,FFOE,1
30022,BIOTECNOLOGIA,FARMÁCIA,CC,FFOE,1
32617,BIOTECNOLOGIA,FARMÁCIA,CC,FFOE,1
34774,BIOTECNOLOGIA,FARMÁCIA,CC,FFOE,1
24360,BIOTECNOLOGIA,ODONTOLOGIA,CC,FFOE,1
30024,BIOTECNOLOGIA,ODONTOLOGIA,CC,FFOE,1
31542,BIOTECNOLOGIA,ODONTOLOGIA,CC,FFOE,1
31546,BIOTECNOLOGIA,ODONTOLOGIA,CC,FFOE,1
32579,BIOTECNOLOGIA,ODONTOLOGIA,CC,FFOE,1
30838,BIOTECNOLOGIA,COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA,CC,ICA,1
31547,BIOTECNOLOGIA,COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA,CC,ICA,1
24345,BIOTECNOLOGIA,DANÇA - BACHARELADO,CC,ICA,1
27570,BIOTECNOLOGIA,GASTRONOMIA,CC,ICA,1
33296,BIOTECNOLOGIA,TEATRO - LICENCIATURA,CC,ICA,1
33775,BIOTECNOLOGIA,EDUCAÇÃO FÍSICA - BACHARELADO (VESPERTINO-NOTURNO),CC,IEFES,1
28190,BIOTECNOLOGIA,EDUCAÇÃO FÍSICA - LICENCIATURA (VESPERTINO-NOTURNO),CC,IEFES,1
25719,BIOTECNOLOGIA,ADMINISTRAÇÃO PÚBLICA,CC,IUVI,1
25720,BIOTECNOLOGIA,SISTEMAS E MÍDIAS DIGITAIS (DIURNO),CC,IUVI,1
33539,BIOTECNOLOGIA,SISTEMAS E MÍDIAS DIGITAIS (NOTURNO),CC,IUVI,1
31673,CIÊNCIA DA COMPUTAÇÃO,BIOTECNOLOGIA,CC,CC,1
31674,CIÊNCIA DA COMPUTAÇÃO,BIOTECNOLOGIA,CC,CC,1
32918,CIÊNCIA DA COMPUTAÇÃO,BIOTECNOLOGIA,CC,CC,1
31669,CIÊNCIA DA COMPUTAÇÃO,CIÊNCIA DA COMPUTAÇÃO,CC,CC,1
33785,CIÊNCIA DA COMPUTAÇÃO,CIÊNCIA DA COMPUTAÇÃO,CC,CC,1
30171,CIÊNCIA DA COMPUTAÇÃO,ESTATÍSTICA,CC,CC,1
26909,CIÊNCIA DA COMPUTAÇÃO,MATEMÁTICA INDUSTRIAL,CC,CC,1
33781,CIÊNCIA DA COMPUTAÇÃO,ENGENHARIA DE PESCA,CC,CCA,1
29417,CIÊNCIA DA COMPUTAÇÃO,HISTÓRIA,CC,CH,1
27852,CIÊNCIA DA COMPUTAÇÃO,LETRAS,CC,CH,1
33017,CIÊNCIA DA COMPUTAÇÃO,LETRAS,CC,CH,1
33087,CIÊNCIA DA COMPUTAÇÃO,LETRAS,CC,CH,1
30165,CIÊNCIA DA COMPUTAÇÃO,PSICOLOGIA,CC,CH,1
34856,CIÊNCIA DA COMPUTAÇÃO,ARQUITETURA E URBANISMO,CC,CT,1
32442,CIÊNCIA DA COMPUTAÇÃO,ENGENHARIA DE COMPUTAÇÃO,CC,CT,1
31668,CIÊNCIA DA COMPUTAÇÃO,ENGENHARIA METALÚRGICA,CC,CT,1
32624,CIÊNCIA DA COMPUTAÇÃO,DIREITO (NOTURNO),CC,FACDIR,1
33021,CIÊNCIA DA COMPUTAÇÃO,DIREITO (NOTURNO),CC,FACDIR,1
33105,CIÊNCIA DA COMPUTAÇÃO,DIREITO (NOTURNO),CC,FACDIR,1
30167,CIÊNCIA DA COMPUTAÇÃO,MEDICINA,CC,FACMED,1
29720,CIÊNCIA DA COMPUTAÇÃO,ADMINISTRAÇÃO (NOTURNO),CC,FEAAC,1
29162,CIÊNCIA DA COMPUTAÇÃO,CIÊNCIAS CONTÁBEIS (DIURNO),CC,FEAAC,1
34823,CIÊNCIA DA COMPUTAÇÃO,CIÊNCIAS CONTÁBEIS (DIURNO),CC,FEAAC,1
34836,CIÊNCIA DA COMPUTAÇÃO,CIÊNCIAS CONTÁBEIS (DIURNO),CC,FEAAC,1
30166,CIÊNCIA DA COMPUTAÇÃO,CIÊNCIAS CONTÁBEIS (NOTURNO),CC,FEAAC,1
33738,CIÊNCIA DA COMPUTAÇÃO,CIÊNCIAS CONTÁBEIS (NOTURNO),CC,FEAAC,1
32895,CIÊNCIA DA COMPUTAÇÃO,CIÊNCIAS ECONÔMICAS (NOTURNO),CC,FEAAC,1
33286,CIÊNCIA DA COMPUTAÇÃO,CIÊNCIAS ECONÔMICAS (NOTURNO),CC,FEAAC,1
33331,CIÊNCIA DA COMPUTAÇÃO,FINANÇAS,CC,FEAAC,1
32827,CIÊNCIA DA COMPUTAÇÃO,COMUNICAÇÃO SOCIAL - JORNALISMO,CC,ICA,1
30878,CIÊNCIA DA COMPUTAÇÃO,TEATRO - LICENCIATURA,CC,ICA,1
33289,CIÊNCIA DA COMPUTAÇÃO,SISTEMAS E MÍDIAS DIGITAIS (DIURNO),CC,IUVI,1
31670,CIÊNCIA DA COMPUTAÇÃO,SISTEMAS E MÍDIAS DIGITAIS (NOTURNO),CC,IUVI,1
31671,CIÊNCIA DA COMPUTAÇÃO,SISTEMAS E MÍDIAS DIGITAIS (NOTURNO),CC,IUVI,1
32623,CIÊNCIA DA COMPUTAÇÃO,SISTEMAS E MÍDIAS DIGITAIS (NOTURNO),CC,IUVI,1
33536,CIÊNCIA DA COMPUTAÇÃO,SISTEMAS E MÍDIAS DIGITAIS (NOTURNO),CC,IUVI,1
34741,CIÊNCIA DA COMPUTAÇÃO,SISTEMAS E MÍDIAS DIGITAIS (NOTURNO),CC,IUVI,1
34760,CIÊNCIA DA COMPUTAÇÃO,SISTEMAS E MÍDIAS DIGITAIS (NOTURNO),CC,IUVI,1
1115,CIÊNCIAS,CIÊNCIAS,CC,CC,1
1117,CIÊNCIAS,CIÊNCIAS,CC,CC,1
1118,CIÊNCIAS,CIÊNCIAS,CC,CC,1
1120,CIÊNCIAS,CIÊNCIAS,CC,CC,1
1121,CIÊNCIAS,CIÊNCIAS,CC,CC,1
1122,CIÊNCIAS,CIÊNCIAS,CC,CC,1
1123,CIÊNCIAS,CIÊNCIAS,CC,CC,1
1124,CIÊNCIAS,CIÊNCIAS,CC,CC,1
1126,CIÊNCIAS,CIÊNCIAS,CC,CC,1
1127,CIÊNCIAS,CIÊNCIAS,CC,CC,1
1130,CIÊNCIAS,CIÊNCIAS,CC,CC,1
1131,CIÊNCIAS,CIÊNCIAS,CC,CC,1
1133,CIÊNCIAS,CIÊNCIAS,CC,CC,1
1134,CIÊNCIAS,CIÊNCIAS,CC,CC,1
1138,CIÊNCIAS,CIÊNCIAS,CC,CC,1
1139,CIÊNCIAS,CIÊNCIAS,CC,CC,1
1140,CIÊNCIAS,CIÊNCIAS,CC,CC,1
1142,CIÊNCIAS,CIÊNCIAS,CC,CC,1
1143,CIÊNCIAS,CIÊNCIAS,CC,CC,1
1144,CIÊNCIAS,CIÊNCIAS,CC,CC,1
1145,CIÊNCIAS,CIÊNCIAS,CC,CC,1
1146,CIÊNCIAS,CIÊNCIAS,CC,CC,1
1148,CIÊNCIAS,CIÊNCIAS,CC,CC,1
1149,CIÊNCIAS,CIÊNCIAS,CC,CC,1
1151,CIÊNCIAS,CIÊNCIAS,CC,CC,1
1153,CIÊNCIAS,CIÊNCIAS,CC,CC,1
1154,CIÊNCIAS,CIÊNCIAS,CC,CC,1
1155,CIÊNCIAS,CIÊNCIAS,CC,CC,1
1158,CIÊNCIAS,CIÊNCIAS,CC,CC,1
1159,CIÊNCIAS,CIÊNCIAS,CC,CC,1
1160,CIÊNCIAS,CIÊNCIAS,CC,CC,1
1163,CIÊNCIAS,CIÊNCIAS,CC,CC,1
1164,CIÊNCIAS,CIÊNCIAS,CC,CC,1
1165,CIÊNCIAS,CIÊNCIAS,CC,CC,1
1166,CIÊNCIAS,CIÊNCIAS,CC,CC,1
1168,CIÊNCIAS,CIÊNCIAS,CC,CC,1
1169,CIÊNCIAS,CIÊNCIAS,CC,CC,1
1170,CIÊNCIAS,CIÊNCIAS,CC,CC,1
1172,CIÊNCIAS,CIÊNCIAS,CC,CC,1
1173,CIÊNCIAS,CIÊNCIAS,CC,CC,1
1174,CIÊNCIAS,CIÊNCIAS,CC,CC,1
1176,CIÊNCIAS,CIÊNCIAS,CC,CC,1
1177,CIÊNCIAS,CIÊNCIAS,CC,CC,1
1178,CIÊNCIAS,CIÊNCIAS,CC,CC,1
1181,CIÊNCIAS,CIÊNCIAS,CC,CC,1
1182,CIÊNCIAS,CIÊNCIAS,CC,CC,1
1183,CIÊNCIAS,CIÊNCIAS,CC,CC,1
1184,CIÊNCIAS,CIÊNCIAS,CC,CC,1
1185,CIÊNCIAS,CIÊNCIAS,CC,CC,1
1187,CIÊNCIAS,CIÊNCIAS,CC,CC,1
1189,CIÊNCIAS,CIÊNCIAS,CC,CC,1
1190,CIÊNCIAS,CIÊNCIAS,CC,CC,1
1191,CIÊNCIAS,CIÊNCIAS,CC,CC,1
1193,CIÊNCIAS,CIÊNCIAS,CC,CC,1
1194,CIÊNCIAS,CIÊNCIAS,CC,CC,1
1195,CIÊNCIAS,CIÊNCIAS,CC,CC,1
1196,CIÊNCIAS,CIÊNCIAS,CC,CC,1
1197,CIÊNCIAS,CIÊNCIAS,CC,CC,1
1198,CIÊNCIAS,CIÊNCIAS,CC,CC,1
1201,CIÊNCIAS,CIÊNCIAS,CC,CC,1
1205,CIÊNCIAS,CIÊNCIAS,CC,CC,1
1206,CIÊNCIAS,CIÊNCIAS,CC,CC,1
1207,CIÊNCIAS,CIÊNCIAS,CC,CC,1
1119,CIÊNCIAS,CIÊNCIAS BIOLÓGICAS,CC,CC,1
1128,CIÊNCIAS,CIÊNCIAS BIOLÓGICAS,CC,CC,1
1136,CIÊNCIAS,CIÊNCIAS BIOLÓGICAS,CC,CC,1
1147,CIÊNCIAS,CIÊNCIAS BIOLÓGICAS,CC,CC,1
1156,CIÊNCIAS,CIÊNCIAS BIOLÓGICAS,CC,CC,1
1157,CIÊNCIAS,CIÊNCIAS BIOLÓGICAS,CC,CC,1
1161,CIÊNCIAS,CIÊNCIAS BIOLÓGICAS,CC,CC,1
1180,CIÊNCIAS,CIÊNCIAS BIOLÓGICAS,CC,CC,1
1186,CIÊNCIAS,CIÊNCIAS BIOLÓGICAS,CC,CC,1
1200,CIÊNCIAS,CIÊNCIAS BIOLÓGICAS,CC,CC,1
1129,CIÊNCIAS,ESTATÍSTICA,CC,CC,1
1152,CIÊNCIAS,ESTATÍSTICA,CC,CC,1
1162,CIÊNCIAS,ESTATÍSTICA,CC,CC,1
1175,CIÊNCIAS,ESTATÍSTICA,CC,CC,1
1203,CIÊNCIAS,ESTATÍSTICA,CC,CC,1
1204,CIÊNCIAS,ESTATÍSTICA,CC,CC,1
1150,CIÊNCIAS,FÍSICA,CC,CC,1
1199,CIÊNCIAS,FÍSICA,CC,CC,1
1116,CIÊNCIAS,MATEMÁTICA,CC,CC,1
1135,CIÊNCIAS,QUÍMICA,CC,CC,1
1141,CIÊNCIAS,QUÍMICA,CC,CC,1
1188,CIÊNCIAS,QUÍMICA,CC,CC,1
1192,CIÊNCIAS,QUÍMICA,CC,CC,1
1132,CIÊNCIAS,BIBLIOTECONOMIA,CC,CH,1
1171,CIÊNCIAS,ENGENHARIA ELÉTRICA,CC,CT,1
1125,CIÊNCIAS,DIREITO (DIURNO),CC,FACDIR,1
1167,CIÊNCIAS,DIREITO (DIURNO),CC,FACDIR,1
1114,CIÊNCIAS,PEDAGOGIA (DIURNO),CC,FACED,1
1202,CIÊNCIAS,PEDAGOGIA (DIURNO),CC,FACED,1
1179,CIÊNCIAS,ENFERMAGEM,CC,FFOE,1
1137,CIÊNCIAS,FÍSICA,CC,IUVI,1
1375,CIÊNCIAS BIOLÓGICAS,BIOTECNOLOGIA,CC,CC,1
1717,CIÊNCIAS BIOLÓGICAS,BIOTECNOLOGIA,CC,CC,1
33523,CIÊNCIAS BIOLÓGICAS,BIOTECNOLOGIA,CC,CC,1
1211,CIÊNCIAS BIOLÓGICAS,CIÊNCIAS BIOLÓGICAS,CC,CC,1
1214,CIÊNCIAS BIOLÓGICAS,CIÊNCIAS BIOLÓGICAS,CC,CC,1
1215,CIÊNCIAS BIOLÓGICAS,CIÊNCIAS BIOLÓGICAS,CC,CC,1
1216,CIÊNCIAS BIOLÓGICAS,CIÊNCIAS BIOLÓGICAS,CC,CC,1
1220,CIÊNCIAS BIOLÓGICAS,CIÊNCIAS BIOLÓGICAS,CC,CC,1
1221,CIÊNCIAS BIOLÓGICAS,CIÊNCIAS BIOLÓGICAS,CC,CC,1
1222,CIÊNCIAS BIOLÓGICAS,CIÊNCIAS BIOLÓGICAS,CC,CC,1
1224,CIÊNCIAS BIOLÓGICAS,CIÊNCIAS BIOLÓGICAS,CC,CC,1
1229,CIÊNCIAS BIOLÓGICAS,CIÊNCIAS BIOLÓGICAS,CC,CC,1
1230,CIÊNCIAS BIOLÓGICAS,CIÊNCIAS BIOLÓGICAS,CC,CC,1
1232,CIÊNCIAS BIOLÓGICAS,CIÊNCIAS BIOLÓGICAS,CC,CC,1
1233,CIÊNCIAS BIOLÓGICAS,CIÊNCIAS BIOLÓGICAS,CC,CC,1
1240,CIÊNCIAS BIOLÓGICAS,CIÊNCIAS BIOLÓGICAS,CC,CC,1
1241,CIÊNCIAS BIOLÓGICAS,CIÊNCIAS BIOLÓGICAS,CC,CC,1
1243,CIÊNCIAS BIOLÓGICAS,CIÊNCIAS BIOLÓGICAS,CC,CC,1
1244,CIÊNCIAS BIOLÓGICAS,CIÊNCIAS BIOLÓGICAS,CC,CC,1
1245,CIÊNCIAS BIOLÓGICAS,CIÊNCIAS BIOLÓGICAS,CC,CC,1
1246,CIÊNCIAS BIOLÓGICAS,CIÊNCIAS BIOLÓGICAS,CC,CC,1
1247,CIÊNCIAS BIOLÓGICAS,CIÊNCIAS BIOLÓGICAS,CC,CC,1
1248,CIÊNCIAS BIOLÓGICAS,CIÊNCIAS BIOLÓGICAS,CC,CC,1
1249,CIÊNCIAS BIOLÓGICAS,CIÊNCIAS BIOLÓGICAS,CC,CC,1
1254,CIÊNCIAS BIOLÓGICAS,CIÊNCIAS BIOLÓGICAS,CC,CC,1
1255,CIÊNCIAS BIOLÓGICAS,CIÊNCIAS BIOLÓGICAS,CC,CC,1
1256,CIÊNCIAS BIOLÓGICAS,CIÊNCIAS BIOLÓGICAS,CC,CC,1
1262,CIÊNCIAS BIOLÓGICAS,CIÊNCIAS BIOLÓGICAS,CC,CC,1
1263,CIÊNCIAS BIOLÓGICAS,CIÊNCIAS BIOLÓGICAS,CC,CC,1
1265,CIÊNCIAS BIOLÓGICAS,CIÊNCIAS BIOLÓGICAS,CC,CC,1
1266,CIÊNCIAS BIOLÓGICAS,CIÊNCIAS BIOLÓGICAS,CC,CC,1
1269,CIÊNCIAS BIOLÓGICAS,CIÊNCIAS BIOLÓGICAS,CC,CC,1
1272,CIÊNCIAS BIOLÓGICAS,CIÊNCIAS BIOLÓGICAS,CC,CC,1
1276,CIÊNCIAS BIOLÓGICAS,CIÊNCIAS BIOLÓGICAS,CC,CC,1
1278,CIÊNCIAS BIOLÓGICAS,CIÊNCIAS BIOLÓGICAS,CC,CC,1
1281,CIÊNCIAS BIOLÓGICAS,CIÊNCIAS BIOLÓGICAS,CC,CC,1
1283,CIÊNCIAS BIOLÓGICAS,CIÊNCIAS BIOLÓGICAS,CC,CC,1
1284,CIÊNCIAS BIOLÓGICAS,CIÊNCIAS BIOLÓGICAS,CC,CC,1
1290,CIÊNCIAS BIOLÓGICAS,CIÊNCIAS BIOLÓGICAS,CC,CC,1
1291,CIÊNCIAS BIOLÓGICAS,CIÊNCIAS BIOLÓGICAS,CC,CC,1
1292,CIÊNCIAS BIOLÓGICAS,CIÊNCIAS BIOLÓGICAS,CC,CC,1
1293,CIÊNCIAS BIOLÓGICAS,CIÊNCIAS BIOLÓGICAS,CC,CC,1
1296,CIÊNCIAS BIOLÓGICAS,CIÊNCIAS BIOLÓGICAS,CC,CC,1
1299,CIÊNCIAS BIOLÓGICAS,CIÊNCIAS BIOLÓGICAS,CC,CC,1
1300,CIÊNCIAS BIOLÓGICAS,CIÊNCIAS BIOLÓGICAS,CC,CC,1
1301,CIÊNCIAS BIOLÓGICAS,CIÊNCIAS BIOLÓGICAS,CC,CC,1
1302,CIÊNCIAS BIOLÓGICAS,CIÊNCIAS BIOLÓGICAS,CC,CC,1
1304,CIÊNCIAS BIOLÓGICAS,CIÊNCIAS BIOLÓGICAS,CC,CC,1
1305,CIÊNCIAS BIOLÓGICAS,CIÊNCIAS BIOLÓGICAS,CC,CC,1
1307,CIÊNCIAS BIOLÓGICAS,CIÊNCIAS BIOLÓGICAS,CC,CC,1
1309,CIÊNCIAS BIOLÓGICAS,CIÊNCIAS BIOLÓGICAS,CC,CC,1
1312,CIÊNCIAS BIOLÓGICAS,CIÊNCIAS BIOLÓGICAS,CC,CC,1
1313,CIÊNCIAS BIOLÓGICAS,CIÊNCIAS BIOLÓGICAS,CC,CC,1
1315,CIÊNCIAS BIOLÓGICAS,CIÊNCIAS BIOLÓGICAS,CC,CC,1
1319,CIÊNCIAS BIOLÓGICAS,CIÊNCIAS BIOLÓGICAS,CC,CC,1
1320,CIÊNCIAS BIOLÓGICAS,CIÊNCIAS BIOLÓGICAS,CC,CC,1
1321,CIÊNCIAS BIOLÓGICAS,CIÊNCIAS BIOLÓGICAS,CC,CC,1
1322,CIÊNCIAS BIOLÓGICAS,CIÊNCIAS BIOLÓGICAS,CC,CC,1
1325,CIÊNCIAS BIOLÓGICAS,CIÊNCIAS BIOLÓGICAS,CC,CC,1
1326,CIÊNCIAS BIOLÓGICAS,CIÊNCIAS BIOLÓGICAS,CC,CC,1
1327,CIÊNCIAS BIOLÓGICAS,CIÊNCIAS BIOLÓGICAS,CC,CC,1
1329,CIÊNCIAS BIOLÓGICAS,CIÊNCIAS BIOLÓGICAS,CC,CC,1
1330,CIÊNCIAS BIOLÓGICAS,CIÊNCIAS BIOLÓGICAS,CC,CC,1
1331,CIÊNCIAS BIOLÓGICAS,CIÊNCIAS BIOLÓGICAS,CC,CC,1
1335,CIÊNCIAS BIOLÓGICAS,CIÊNCIAS BIOLÓGICAS,CC,CC,1
1337,CIÊNCIAS BIOLÓGICAS,CIÊNCIAS BIOLÓGICAS,CC,CC,1
1338,CIÊNCIAS BIOLÓGICAS,CIÊNCIAS BIOLÓGICAS,CC,CC,1
1340,CIÊNCIAS BIOLÓGICAS,CIÊNCIAS BIOLÓGICAS,CC,CC,1
1341,CIÊNCIAS BIOLÓGICAS,CIÊNCIAS BIOLÓGICAS,CC,CC,1
1342,CIÊNCIAS BIOLÓGICAS,CIÊNCIAS BIOLÓGICAS,CC,CC,1
1344,CIÊNCIAS BIOLÓGICAS,CIÊNCIAS BIOLÓGICAS,CC,CC,1
1345,CIÊNCIAS BIOLÓGICAS,CIÊNCIAS BIOLÓGICAS,CC,CC,1
1347,CIÊNCIAS BIOLÓGICAS,CIÊNCIAS BIOLÓGICAS,CC,CC,1
1348,CIÊNCIAS BIOLÓGICAS,CIÊNCIAS BIOLÓGICAS,CC,CC,1
1349,CIÊNCIAS BIOLÓGICAS,CIÊNCIAS BIOLÓGICAS,CC,CC,1
1350,CIÊNCIAS BIOLÓGICAS,CIÊNCIAS BIOLÓGICAS,CC,CC,1
1352,CIÊNCIAS BIOLÓGICAS,CIÊNCIAS BIOLÓGICAS,CC,CC,1
1354,CIÊNCIAS BIOLÓGICAS,CIÊNCIAS BIOLÓGICAS,CC,CC,1
1355,CIÊNCIAS BIOLÓGICAS,CIÊNCIAS BIOLÓGICAS,CC,CC,1
1356,CIÊNCIAS BIOLÓGICAS,CIÊNCIAS BIOLÓGICAS,CC,CC,1
