,origin_name,destination_name,originregion_name,destinationregion_name,countryflow_2019
11319,FÍSICA,TECNOLOGIA EM GESTÃO DA QUALIDADE,CC,FEAAC,1
11359,FÍSICA,COMUNICAÇÃO SOCIAL,CC,ICA,1
11037,FÍSICA,FILOSOFIA,CC,ICA,1
11125,FÍSICA,MÚSICA,CC,ICA,1
11186,FÍSICA,EDUCACAO FÍSICA - LICENCIATURA (DIURNO),CC,IEFES,1
11118,FÍSICA,ADMINISTRAÇÃO,CC,IUVI,1
11145,FÍSICA,ADMINISTRAÇÃO,CC,IUVI,1
11091,FÍSICA,FÍSICA,CC,IUVI,1
11162,FÍSICA,FÍSICA,CC,IUVI,1
11180,FÍSICA,FÍSICA,CC,IUVI,1
11333,FÍSICA,FÍSICA,CC,IUVI,1
11043,FÍSICA,MATEMÁTICA,CC,IUVI,1
11375,FÍSICA,MATEMÁTICA,CC,IUVI,1
11378,FÍSICA,MATEMÁTICA,CC,IUVI,1
11385,FÍSICA,PEDAGOGIA,CC,IUVI,1
24998,FÍSICA - BACHARELADO,CIÊNCIA DA COMPUTAÇÃO,CC,CC,1
30487,FÍSICA - BACHARELADO,CIÊNCIA DA COMPUTAÇÃO,CC,CC,1
30489,FÍSICA - BACHARELADO,CIÊNCIA DA COMPUTAÇÃO,CC,CC,1
31999,FÍSICA - BACHARELADO,CIÊNCIA DA COMPUTAÇÃO,CC,CC,1
17388,FÍSICA - BACHARELADO,CIÊNCIAS BIOLÓGICAS,CC,CC,1
17390,FÍSICA - BACHARELADO,CIÊNCIAS BIOLÓGICAS,CC,CC,1
28689,FÍSICA - BACHARELADO,CIÊNCIAS BIOLÓGICAS,CC,CC,1
17364,FÍSICA - BACHARELADO,COMPUTAÇÃO,CC,CC,1
17378,FÍSICA - BACHARELADO,COMPUTAÇÃO,CC,CC,1
17380,FÍSICA - BACHARELADO,COMPUTAÇÃO,CC,CC,1
17383,FÍSICA - BACHARELADO,COMPUTAÇÃO,CC,CC,1
17405,FÍSICA - BACHARELADO,COMPUTAÇÃO,CC,CC,1
24993,FÍSICA - BACHARELADO,COMPUTAÇÃO,CC,CC,1
27843,FÍSICA - BACHARELADO,COMPUTAÇÃO,CC,CC,1
17368,FÍSICA - BACHARELADO,ESTATÍSTICA,CC,CC,1
30778,FÍSICA - BACHARELADO,ESTATÍSTICA,CC,CC,1
17346,FÍSICA - BACHARELADO,FÍSICA - BACHARELADO,CC,CC,1
17351,FÍSICA - BACHARELADO,FÍSICA - BACHARELADO,CC,CC,1
17357,FÍSICA - BACHARELADO,FÍSICA - BACHARELADO,CC,CC,1
17371,FÍSICA - BACHARELADO,FÍSICA - BACHARELADO,CC,CC,1
17384,FÍSICA - BACHARELADO,FÍSICA - BACHARELADO,CC,CC,1
17389,FÍSICA - BACHARELADO,FÍSICA - BACHARELADO,CC,CC,1
17396,FÍSICA - BACHARELADO,FÍSICA - BACHARELADO,CC,CC,1
17403,FÍSICA - BACHARELADO,FÍSICA - BACHARELADO,CC,CC,1
17427,FÍSICA - BACHARELADO,FÍSICA - BACHARELADO,CC,CC,1
17435,FÍSICA - BACHARELADO,FÍSICA - BACHARELADO,CC,CC,1
17437,FÍSICA - BACHARELADO,FÍSICA - BACHARELADO,CC,CC,1
17440,FÍSICA - BACHARELADO,FÍSICA - BACHARELADO,CC,CC,1
24995,FÍSICA - BACHARELADO,FÍSICA - BACHARELADO,CC,CC,1
24996,FÍSICA - BACHARELADO,FÍSICA - BACHARELADO,CC,CC,1
26841,FÍSICA - BACHARELADO,FÍSICA - BACHARELADO,CC,CC,1
26842,FÍSICA - BACHARELADO,FÍSICA - BACHARELADO,CC,CC,1
26846,FÍSICA - BACHARELADO,FÍSICA - BACHARELADO,CC,CC,1
26849,FÍSICA - BACHARELADO,FÍSICA - BACHARELADO,CC,CC,1
26852,FÍSICA - BACHARELADO,FÍSICA - BACHARELADO,CC,CC,1
28690,FÍSICA - BACHARELADO,FÍSICA - BACHARELADO,CC,CC,1
29272,FÍSICA - BACHARELADO,FÍSICA - BACHARELADO,CC,CC,1
29273,FÍSICA - BACHARELADO,FÍSICA - BACHARELADO,CC,CC,1
29275,FÍSICA - BACHARELADO,FÍSICA - BACHARELADO,CC,CC,1
29587,FÍSICA - BACHARELADO,FÍSICA - BACHARELADO,CC,CC,1
30484,FÍSICA - BACHARELADO,FÍSICA - BACHARELADO,CC,CC,1
32001,FÍSICA - BACHARELADO,FÍSICA - BACHARELADO,CC,CC,1
32003,FÍSICA - BACHARELADO,FÍSICA - BACHARELADO,CC,CC,1
32004,FÍSICA - BACHARELADO,FÍSICA - BACHARELADO,CC,CC,1
32005,FÍSICA - BACHARELADO,FÍSICA - BACHARELADO,CC,CC,1
34719,FÍSICA - BACHARELADO,FÍSICA - BACHARELADO,CC,CC,1
17345,FÍSICA - BACHARELADO,FÍSICA - LICENCIATURA,CC,CC,1
17347,FÍSICA - BACHARELADO,FÍSICA - LICENCIATURA,CC,CC,1
17348,FÍSICA - BACHARELADO,FÍSICA - LICENCIATURA,CC,CC,1
17358,FÍSICA - BACHARELADO,FÍSICA - LICENCIATURA,CC,CC,1
17363,FÍSICA - BACHARELADO,FÍSICA - LICENCIATURA,CC,CC,1
17366,FÍSICA - BACHARELADO,FÍSICA - LICENCIATURA,CC,CC,1
17376,FÍSICA - BACHARELADO,FÍSICA - LICENCIATURA,CC,CC,1
17377,FÍSICA - BACHARELADO,FÍSICA - LICENCIATURA,CC,CC,1
17381,FÍSICA - BACHARELADO,FÍSICA - LICENCIATURA,CC,CC,1
17391,FÍSICA - BACHARELADO,FÍSICA - LICENCIATURA,CC,CC,1
17394,FÍSICA - BACHARELADO,FÍSICA - LICENCIATURA,CC,CC,1
17399,FÍSICA - BACHARELADO,FÍSICA - LICENCIATURA,CC,CC,1
17402,FÍSICA - BACHARELADO,FÍSICA - LICENCIATURA,CC,CC,1
17412,FÍSICA - BACHARELADO,FÍSICA - LICENCIATURA,CC,CC,1
17413,FÍSICA - BACHARELADO,FÍSICA - LICENCIATURA,CC,CC,1
17422,FÍSICA - BACHARELADO,FÍSICA - LICENCIATURA,CC,CC,1
17423,FÍSICA - BACHARELADO,FÍSICA - LICENCIATURA,CC,CC,1
17426,FÍSICA - BACHARELADO,FÍSICA - LICENCIATURA,CC,CC,1
17454,FÍSICA - BACHARELADO,FÍSICA - LICENCIATURA,CC,CC,1
24982,FÍSICA - BACHARELADO,FÍSICA - LICENCIATURA,CC,CC,1
24989,FÍSICA - BACHARELADO,FÍSICA - LICENCIATURA,CC,CC,1
24994,FÍSICA - BACHARELADO,FÍSICA - LICENCIATURA,CC,CC,1
25000,FÍSICA - BACHARELADO,FÍSICA - LICENCIATURA,CC,CC,1
25003,FÍSICA - BACHARELADO,FÍSICA - LICENCIATURA,CC,CC,1
26577,FÍSICA - BACHARELADO,FÍSICA - LICENCIATURA,CC,CC,1
26578,FÍSICA - BACHARELADO,FÍSICA - LICENCIATURA,CC,CC,1
26838,FÍSICA - BACHARELADO,FÍSICA - LICENCIATURA,CC,CC,1
26843,FÍSICA - BACHARELADO,FÍSICA - LICENCIATURA,CC,CC,1
26844,FÍSICA - BACHARELADO,FÍSICA - LICENCIATURA,CC,CC,1
27842,FÍSICA - BACHARELADO,FÍSICA - LICENCIATURA,CC,CC,1
28072,FÍSICA - BACHARELADO,FÍSICA - LICENCIATURA,CC,CC,1
28692,FÍSICA - BACHARELADO,FÍSICA - LICENCIATURA,CC,CC,1
29040,FÍSICA - BACHARELADO,FÍSICA - LICENCIATURA,CC,CC,1
29041,FÍSICA - BACHARELADO,FÍSICA - LICENCIATURA,CC,CC,1
29274,FÍSICA - BACHARELADO,FÍSICA - LICENCIATURA,CC,CC,1
29277,FÍSICA - BACHARELADO,FÍSICA - LICENCIATURA,CC,CC,1
29588,FÍSICA - BACHARELADO,FÍSICA - LICENCIATURA,CC,CC,1
29883,FÍSICA - BACHARELADO,FÍSICA - LICENCIATURA,CC,CC,1
30481,FÍSICA - BACHARELADO,FÍSICA - LICENCIATURA,CC,CC,1
31152,FÍSICA - BACHARELADO,FÍSICA - LICENCIATURA,CC,CC,1
31153,FÍSICA - BACHARELADO,FÍSICA - LICENCIATURA,CC,CC,1
32002,FÍSICA - BACHARELADO,FÍSICA - LICENCIATURA,CC,CC,1
33247,FÍSICA - BACHARELADO,FÍSICA - LICENCIATURA,CC,CC,1
26853,FÍSICA - BACHARELADO,GEOGRAFIA,CC,CC,1
24997,FÍSICA - BACHARELADO,GEOLOGIA,CC,CC,1
17359,FÍSICA - BACHARELADO,MATEMÁTICA - BACHARELADO,CC,CC,1
17434,FÍSICA - BACHARELADO,MATEMÁTICA - BACHARELADO,CC,CC,1
26837,FÍSICA - BACHARELADO,MATEMÁTICA - BACHARELADO,CC,CC,1
27844,FÍSICA - BACHARELADO,MATEMÁTICA - BACHARELADO,CC,CC,1
30488,FÍSICA - BACHARELADO,MATEMÁTICA - BACHARELADO,CC,CC,1
33174,FÍSICA - BACHARELADO,MATEMÁTICA - BACHARELADO,CC,CC,1
17350,FÍSICA - BACHARELADO,MATEMÁTICA - LICENCIATURA,CC,CC,1
17449,FÍSICA - BACHARELADO,MATEMÁTICA - LICENCIATURA,CC,CC,1
25965,FÍSICA - BACHARELADO,MATEMÁTICA - LICENCIATURA,CC,CC,1
33725,FÍSICA - BACHARELADO,MATEMÁTICA - LICENCIATURA,CC,CC,1
17361,FÍSICA - BACHARELADO,MATEMÁTICA INDUSTRIAL,CC,CC,1
17439,FÍSICA - BACHARELADO,MATEMÁTICA INDUSTRIAL,CC,CC,1
17443,FÍSICA - BACHARELADO,MATEMÁTICA INDUSTRIAL,CC,CC,1
17445,FÍSICA - BACHARELADO,MATEMÁTICA INDUSTRIAL,CC,CC,1
17456,FÍSICA - BACHARELADO,MATEMÁTICA INDUSTRIAL,CC,CC,1
24988,FÍSICA - BACHARELADO,MATEMÁTICA INDUSTRIAL,CC,CC,1
28696,FÍSICA - BACHARELADO,MATEMÁTICA INDUSTRIAL,CC,CC,1
26848,FÍSICA - BACHARELADO,QUÍMICA - LICENCIATURA,CC,CC,1
31325,FÍSICA - BACHARELADO,ENGENHARIA DE ALIMENTOS,CC,CCA,1
17433,FÍSICA - BACHARELADO,ENGENHARIA DE PESCA,CC,CCA,1
24755,FÍSICA - BACHARELADO,ENGENHARIA DE PESCA,CC,CCA,1
24983,FÍSICA - BACHARELADO,ENGENHARIA DE PESCA,CC,CCA,1
17414,FÍSICA - BACHARELADO,ZOOTECNIA,CC,CCA,1
17392,FÍSICA - BACHARELADO,CIÊNCIAS SOCIAIS (DIURNO),CC,CH,1
24999,FÍSICA - BACHARELADO,CIÊNCIAS SOCIAIS (DIURNO),CC,CH,1
28688,FÍSICA - BACHARELADO,HISTÓRIA,CC,CH,1
17415,FÍSICA - BACHARELADO,LETRAS,CC,CH,1
32000,FÍSICA - BACHARELADO,LETRAS,CC,CH,1
17367,FÍSICA - BACHARELADO,LETRAS - ESPANHOL,CC,CH,1
17393,FÍSICA - BACHARELADO,LETRAS - INGLÊS,CC,CH,1
17406,FÍSICA - BACHARELADO,LETRAS - INGLÊS,CC,CH,1
17410,FÍSICA - BACHARELADO,ARQUITETURA E URBANISMO,CC,CT,1
17344,FÍSICA - BACHARELADO,DESIGN,CC,CT,1
17438,FÍSICA - BACHARELADO,DESIGN,CC,CT,1
17428,FÍSICA - BACHARELADO,ENGENHARIA CIVIL,CC,CT,1
24990,FÍSICA - BACHARELADO,ENGENHARIA DE COMPUTAÇÃO,CC,CT,1
26847,FÍSICA - BACHARELADO,ENGENHARIA DE COMPUTAÇÃO,CC,CT,1
33189,FÍSICA - BACHARELADO,ENGENHARIA DE COMPUTAÇÃO,CC,CT,1
17382,FÍSICA - BACHARELADO,ENGENHARIA DE ENERGIAS E MEIO AMBIENTE,CC,CT,1
17401,FÍSICA - BACHARELADO,ENGENHARIA DE ENERGIAS E MEIO AMBIENTE,CC,CT,1
32481,FÍSICA - BACHARELADO,ENGENHARIA DE ENERGIAS E MEIO AMBIENTE,CC,CT,1
24992,FÍSICA - BACHARELADO,ENGENHARIA DE PRODUÇÃO MECÂNICA,CC,CT,1
26850,FÍSICA - BACHARELADO,ENGENHARIA DE TELECOMUNICAÇÕES,CC,CT,1
31150,FÍSICA - BACHARELADO,ENGENHARIA DE TELECOMUNICAÇÕES,CC,CT,1
32581,FÍSICA - BACHARELADO,ENGENHARIA DE TELECOMUNICAÇÕES,CC,CT,1
17352,FÍSICA - BACHARELADO,ENGENHARIA DE TELEINFORMÁTICA (DIURNO),CC,CT,1
17404,FÍSICA - BACHARELADO,ENGENHARIA DE TELEINFORMÁTICA (DIURNO),CC,CT,1
17411,FÍSICA - BACHARELADO,ENGENHARIA DE TELEINFORMÁTICA (DIURNO),CC,CT,1
17436,FÍSICA - BACHARELADO,ENGENHARIA DE TELEINFORMÁTICA (DIURNO),CC,CT,1
24754,FÍSICA - BACHARELADO,ENGENHARIA DE TELEINFORMÁTICA (DIURNO),CC,CT,1
24756,FÍSICA - BACHARELADO,ENGENHARIA DE TELEINFORMÁTICA (DIURNO),CC,CT,1
17349,FÍSICA - BACHARELADO,ENGENHARIA DE TELEINFORMÁTICA (NOTURNO),CC,CT,1
17362,FÍSICA - BACHARELADO,ENGENHARIA DE TELEINFORMÁTICA (NOTURNO),CC,CT,1
17369,FÍSICA - BACHARELADO,ENGENHARIA DE TELEINFORMÁTICA (NOTURNO),CC,CT,1
17448,FÍSICA - BACHARELADO,ENGENHARIA DE TELEINFORMÁTICA (NOTURNO),CC,CT,1
17365,FÍSICA - BACHARELADO,ENGENHARIA ELÉTRICA,CC,CT,1
17397,FÍSICA - BACHARELADO,ENGENHARIA ELÉTRICA,CC,CT,1
17409,FÍSICA - BACHARELADO,ENGENHARIA ELÉTRICA,CC,CT,1
17446,FÍSICA - BACHARELADO,ENGENHARIA ELÉTRICA,CC,CT,1
17452,FÍSICA - BACHARELADO,ENGENHARIA ELÉTRICA,CC,CT,1
24984,FÍSICA - BACHARELADO,ENGENHARIA ELÉTRICA,CC,CT,1
24985,FÍSICA - BACHARELADO,ENGENHARIA ELÉTRICA,CC,CT,1
24987,FÍSICA - BACHARELADO,ENGENHARIA ELÉTRICA,CC,CT,1
25001,FÍSICA - BACHARELADO,ENGENHARIA ELÉTRICA,CC,CT,1
25004,FÍSICA - BACHARELADO,ENGENHARIA ELÉTRICA,CC,CT,1
31363,FÍSICA - BACHARELADO,ENGENHARIA ELÉTRICA,CC,CT,1
33718,FÍSICA - BACHARELADO,ENGENHARIA ELÉTRICA,CC,CT,1
17355,FÍSICA - BACHARELADO,ENGENHARIA MECÂNICA,CC,CT,1
17416,FÍSICA - BACHARELADO,ENGENHARIA MECÂNICA,CC,CT,1
17425,FÍSICA - BACHARELADO,ENGENHARIA MECÂNICA,CC,CT,1
17442,FÍSICA - BACHARELADO,ENGENHARIA MECÂNICA,CC,CT,1
17447,FÍSICA - BACHARELADO,ENGENHARIA MECÂNICA,CC,CT,1
24991,FÍSICA - BACHARELADO,ENGENHARIA MECÂNICA,CC,CT,1
26851,FÍSICA - BACHARELADO,ENGENHARIA MECÂNICA,CC,CT,1
30486,FÍSICA - BACHARELADO,ENGENHARIA MECÂNICA,CC,CT,1
32372,FÍSICA - BACHARELADO,ENGENHARIA MECÂNICA,CC,CT,1
17387,FÍSICA - BACHARELADO,ENGENHARIA METALÚRGICA,CC,CT,1
17450,FÍSICA - BACHARELADO,ENGENHARIA METALÚRGICA,CC,CT,1
32958,FÍSICA - BACHARELADO,ENGENHARIA METALÚRGICA,CC,CT,1
17424,FÍSICA - BACHARELADO,DIREITO (DIURNO),CC,FACDIR,1
28695,FÍSICA - BACHARELADO,DIREITO (DIURNO),CC,FACDIR,1
17353,FÍSICA - BACHARELADO,DIREITO (NOTURNO),CC,FACDIR,1
17386,FÍSICA - BACHARELADO,DIREITO (NOTURNO),CC,FACDIR,1
30485,FÍSICA - BACHARELADO,DIREITO (NOTURNO),CC,FACDIR,1
33083,FÍSICA - BACHARELADO,PEDAGOGIA (NOTURNO),CC,FACED,1
17354,FÍSICA - BACHARELADO,MEDICINA,CC,FACMED,1
17407,FÍSICA - BACHARELADO,MEDICINA,CC,FACMED,1
17455,FÍSICA - BACHARELADO,ADMINISTRAÇÃO (DIURNO),CC,FEAAC,1
24981,FÍSICA - BACHARELADO,ADMINISTRAÇÃO (NOTURNO),CC,FEAAC,1
28694,FÍSICA - BACHARELADO,CIÊNCIAS ATUARIAIS,CC,FEAAC,1
17395,FÍSICA - BACHARELADO,CIÊNCIAS ECONÔMICAS (DIURNO),CC,FEAAC,1
17444,FÍSICA - BACHARELADO,CIÊNCIAS ECONÔMICAS (DIURNO),CC,FEAAC,1
17451,FÍSICA - BACHARELADO,CIÊNCIAS ECONÔMICAS (DIURNO),CC,FEAAC,1
26845,FÍSICA - BACHARELADO,CIÊNCIAS ECONÔMICAS (DIURNO),CC,FEAAC,1
28693,FÍSICA - BACHARELADO,CIÊNCIAS ECONÔMICAS (DIURNO),CC,FEAAC,1
30483,FÍSICA - BACHARELADO,CIÊNCIAS ECONÔMICAS (DIURNO),CC,FEAAC,1
17417,FÍSICA - BACHARELADO,CIÊNCIAS ECONÔMICAS (NOTURNO),CC,FEAAC,1
31151,FÍSICA - BACHARELADO,CIÊNCIAS ECONÔMICAS (NOTURNO),CC,FEAAC,1
24753,FÍSICA - BACHARELADO,FINANÇAS,CC,FEAAC,1
30482,FÍSICA - BACHARELADO,FINANÇAS,CC,FEAAC,1
25002,FÍSICA - BACHARELADO,FARMÁCIA,CC,FFOE,1
30480,FÍSICA - BACHARELADO,ODONTOLOGIA,CC,FFOE,1
28691,FÍSICA - BACHARELADO,CINEMA E AUDIOVISUAL,CC,ICA,1
33004,FÍSICA - BACHARELADO,CINEMA E AUDIOVISUAL,CC,ICA,1
17453,FÍSICA - BACHARELADO,DESIGN - MODA,CC,ICA,1
26839,FÍSICA - BACHARELADO,DESIGN - MODA,CC,ICA,1
17372,FÍSICA - BACHARELADO,FILOSOFIA,CC,ICA,1
17385,FÍSICA - BACHARELADO,FILOSOFIA,CC,ICA,1
26576,FÍSICA - BACHARELADO,FILOSOFIA,CC,ICA,1
17408,FÍSICA - BACHARELADO,GASTRONOMIA,CC,ICA,1
17419,FÍSICA - BACHARELADO,MÚSICA,CC,ICA,1
32662,FÍSICA - BACHARELADO,MÚSICA,CC,ICA,1
17429,FÍSICA - BACHARELADO,EDUCACAO FÍSICA - BACHARELADO (DIURNO),CC,IEFES,1
24986,FÍSICA - BACHARELADO,EDUCACAO FÍSICA - BACHARELADO (DIURNO),CC,IEFES,1
17370,FÍSICA - BACHARELADO,FÍSICA,CC,IUVI,1
17373,FÍSICA - BACHARELADO,FÍSICA,CC,IUVI,1
17379,FÍSICA - BACHARELADO,FÍSICA,CC,IUVI,1
17420,FÍSICA - BACHARELADO,FÍSICA,CC,IUVI,1
17441,FÍSICA - BACHARELADO,FÍSICA,CC,IUVI,1
17374,FÍSICA - BACHARELADO,MATEMÁTICA,CC,IUVI,1
17400,FÍSICA - BACHARELADO,MATEMÁTICA,CC,IUVI,1
17343,FÍSICA - BACHARELADO,SISTEMAS E MÍDIAS DIGITAIS (DIURNO),CC,IUVI,1
17356,FÍSICA - BACHARELADO,SISTEMAS E MÍDIAS DIGITAIS (DIURNO),CC,IUVI,1
17418,FÍSICA - BACHARELADO,SISTEMAS E MÍDIAS DIGITAIS (DIURNO),CC,IUVI,1
26836,FÍSICA - BACHARELADO,SISTEMAS E MÍDIAS DIGITAIS (DIURNO),CC,IUVI,1
26840,FÍSICA - BACHARELADO,SISTEMAS E MÍDIAS DIGITAIS (DIURNO),CC,IUVI,1
29276,FÍSICA - BACHARELADO,SISTEMAS E MÍDIAS DIGITAIS (NOTURNO),CC,IUVI,1
17398,FÍSICA - BACHARELADO,OCEANOGRAFIA,CC,LABOMAR,1
30498,FÍSICA - LICENCIATURA,CIÊNCIA DA COMPUTAÇÃO,CC,CC,1
26774,FÍSICA - LICENCIATURA,CIÊNCIAS BIOLÓGICAS,CC,CC,1
33055,FÍSICA - LICENCIATURA,CIÊNCIAS BIOLÓGICAS,CC,CC,1
10875,FÍSICA - LICENCIATURA,COMPUTAÇÃO,CC,CC,1
10943,FÍSICA - LICENCIATURA,COMPUTAÇÃO,CC,CC,1
10979,FÍSICA - LICENCIATURA,COMPUTAÇÃO,CC,CC,1
24922,FÍSICA - LICENCIATURA,COMPUTAÇÃO,CC,CC,1
26575,FÍSICA - LICENCIATURA,ESTATÍSTICA,CC,CC,1
10743,FÍSICA - LICENCIATURA,FÍSICA,CC,CC,1
10746,FÍSICA - LICENCIATURA,FÍSICA,CC,CC,1
10748,FÍSICA - LICENCIATURA,FÍSICA,CC,CC,1
10749,FÍSICA - LICENCIATURA,FÍSICA,CC,CC,1
10750,FÍSICA - LICENCIATURA,FÍSICA,CC,CC,1
10752,FÍSICA - LICENCIATURA,FÍSICA,CC,CC,1
10755,FÍSICA - LICENCIATURA,FÍSICA,CC,CC,1
10756,FÍSICA - LICENCIATURA,FÍSICA,CC,CC,1
10759,FÍSICA - LICENCIATURA,FÍSICA,CC,CC,1
10764,FÍSICA - LICENCIATURA,FÍSICA,CC,CC,1
10765,FÍSICA - LICENCIATURA,FÍSICA,CC,CC,1
10766,FÍSICA - LICENCIATURA,FÍSICA,CC,CC,1
10770,FÍSICA - LICENCIATURA,FÍSICA,CC,CC,1
10775,FÍSICA - LICENCIATURA,FÍSICA,CC,CC,1
10778,FÍSICA - LICENCIATURA,FÍSICA,CC,CC,1
10779,FÍSICA - LICENCIATURA,FÍSICA,CC,CC,1
10780,FÍSICA - LICENCIATURA,FÍSICA,CC,CC,1
10784,FÍSICA - LICENCIATURA,FÍSICA,CC,CC,1
10785,FÍSICA - LICENCIATURA,FÍSICA,CC,CC,1
10786,FÍSICA - LICENCIATURA,FÍSICA,CC,CC,1
10787,FÍSICA - LICENCIATURA,FÍSICA,CC,CC,1
10789,FÍSICA - LICENCIATURA,FÍSICA,CC,CC,1
10790,FÍSICA - LICENCIATURA,FÍSICA,CC,CC,1
10795,FÍSICA - LICENCIATURA,FÍSICA,CC,CC,1
10796,FÍSICA - LICENCIATURA,FÍSICA,CC,CC,1
10799,FÍSICA - LICENCIATURA,FÍSICA,CC,CC,1
10807,FÍSICA - LICENCIATURA,FÍSICA,CC,CC,1
10808,FÍSICA - LICENCIATURA,FÍSICA,CC,CC,1
10811,FÍSICA - LICENCIATURA,FÍSICA,CC,CC,1
10813,FÍSICA - LICENCIATURA,FÍSICA,CC,CC,1
10814,FÍSICA - LICENCIATURA,FÍSICA,CC,CC,1
10816,FÍSICA - LICENCIATURA,FÍSICA,CC,CC,1
10819,FÍSICA - LICENCIATURA,FÍSICA,CC,CC,1
10820,FÍSICA - LICENCIATURA,FÍSICA,CC,CC,1
10825,FÍSICA - LICENCIATURA,FÍSICA,CC,CC,1
10826,FÍSICA - LICENCIATURA,FÍSICA,CC,CC,1
10831,FÍSICA - LICENCIATURA,FÍSICA,CC,CC,1
10832,FÍSICA - LICENCIATURA,FÍSICA,CC,CC,1
10834,FÍSICA - LICENCIATURA,FÍSICA,CC,CC,1
10835,FÍSICA - LICENCIATURA,FÍSICA,CC,CC,1
10836,FÍSICA - LICENCIATURA,FÍSICA,CC,CC,1
10837,FÍSICA - LICENCIATURA,FÍSICA,CC,CC,1
10838,FÍSICA - LICENCIATURA,FÍSICA,CC,CC,1
10843,FÍSICA - LICENCIATURA,FÍSICA,CC,CC,1
10847,FÍSICA - LICENCIATURA,FÍSICA,CC,CC,1
10848,FÍSICA - LICENCIATURA,FÍSICA,CC,CC,1
10849,FÍSICA - LICENCIATURA,FÍSICA,CC,CC,1
10850,FÍSICA - LICENCIATURA,FÍSICA,CC,CC,1
10852,FÍSICA - LICENCIATURA,FÍSICA,CC,CC,1
10854,FÍSICA - LICENCIATURA,FÍSICA,CC,CC,1
10855,FÍSICA - LICENCIATURA,FÍSICA,CC,CC,1
10857,FÍSICA - LICENCIATURA,FÍSICA,CC,CC,1
10858,FÍSICA - LICENCIATURA,FÍSICA,CC,CC,1
10859,FÍSICA - LICENCIATURA,FÍSICA,CC,CC,1
10860,FÍSICA - LICENCIATURA,FÍSICA,CC,CC,1
10862,FÍSICA - LICENCIATURA,FÍSICA,CC,CC,1
10865,FÍSICA - LICENCIATURA,FÍSICA,CC,CC,1
10872,FÍSICA - LICENCIATURA,FÍSICA,CC,CC,1
10874,FÍSICA - LICENCIATURA,FÍSICA,CC,CC,1
10878,FÍSICA - LICENCIATURA,FÍSICA,CC,CC,1
10883,FÍSICA - LICENCIATURA,FÍSICA,CC,CC,1
10884,FÍSICA - LICENCIATURA,FÍSICA,CC,CC,1
10886,FÍSICA - LICENCIATURA,FÍSICA,CC,CC,1
10889,FÍSICA - LICENCIATURA,FÍSICA,CC,CC,1
10891,FÍSICA - LICENCIATURA,FÍSICA,CC,CC,1
10893,FÍSICA - LICENCIATURA,FÍSICA,CC,CC,1
10771,FÍSICA - LICENCIATURA,FÍSICA - BACHARELADO,CC,CC,1
10783,FÍSICA - LICENCIATURA,FÍSICA - BACHARELADO,CC,CC,1
10839,FÍSICA - LICENCIATURA,FÍSICA - BACHARELADO,CC,CC,1
10879,FÍSICA - LICENCIATURA,FÍSICA - BACHARELADO,CC,CC,1
10904,FÍSICA - LICENCIATURA,FÍSICA - BACHARELADO,CC,CC,1
10914,FÍSICA - LICENCIATURA,FÍSICA - BACHARELADO,CC,CC,1
10917,FÍSICA - LICENCIATURA,FÍSICA - BACHARELADO,CC,CC,1
10938,FÍSICA - LICENCIATURA,FÍSICA - BACHARELADO,CC,CC,1
10939,FÍSICA - LICENCIATURA,FÍSICA - BACHARELADO,CC,CC,1
10940,FÍSICA - LICENCIATURA,FÍSICA - BACHARELADO,CC,CC,1
10949,FÍSICA - LICENCIATURA,FÍSICA - BACHARELADO,CC,CC,1
10950,FÍSICA - LICENCIATURA,FÍSICA - BACHARELADO,CC,CC,1
10954,FÍSICA - LICENCIATURA,FÍSICA - BACHARELADO,CC,CC,1
10955,FÍSICA - LICENCIATURA,FÍSICA - BACHARELADO,CC,CC,1
10959,FÍSICA - LICENCIATURA,FÍSICA - BACHARELADO,CC,CC,1
10965,FÍSICA - LICENCIATURA,FÍSICA - BACHARELADO,CC,CC,1
10967,FÍSICA - LICENCIATURA,FÍSICA - BACHARELADO,CC,CC,1
10970,FÍSICA - LICENCIATURA,FÍSICA - BACHARELADO,CC,CC,1
10986,FÍSICA - LICENCIATURA,FÍSICA - BACHARELADO,CC,CC,1
10987,FÍSICA - LICENCIATURA,FÍSICA - BACHARELADO,CC,CC,1
10992,FÍSICA - LICENCIATURA,FÍSICA - BACHARELADO,CC,CC,1
10993,FÍSICA - LICENCIATURA,FÍSICA - BACHARELADO,CC,CC,1
10999,FÍSICA - LICENCIATURA,FÍSICA - BACHARELADO,CC,CC,1
11004,FÍSICA - LICENCIATURA,FÍSICA - BACHARELADO,CC,CC,1
17421,FÍSICA - LICENCIATURA,FÍSICA - BACHARELADO,CC,CC,1
24758,FÍSICA - LICENCIATURA,FÍSICA - BACHARELADO,CC,CC,1
24923,FÍSICA - LICENCIATURA,FÍSICA - BACHARELADO,CC,CC,1
24924,FÍSICA - LICENCIATURA,FÍSICA - BACHARELADO,CC,CC,1
24929,FÍSICA - LICENCIATURA,FÍSICA - BACHARELADO,CC,CC,1
24930,FÍSICA - LICENCIATURA,FÍSICA - BACHARELADO,CC,CC,1
24932,FÍSICA - LICENCIATURA,FÍSICA - BACHARELADO,CC,CC,1
24933,FÍSICA - LICENCIATURA,FÍSICA - BACHARELADO,CC,CC,1
